logT	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0
6.3	-0.472	-0.471	-0.469	-0.465	-0.453	-0.424	-0.365	-0.268	-0.12	0.104	0.432	0.838	1.23	1.544	1.765	1.915	2.054	2.24	2.489
6.4	-0.473	-0.472	-0.471	-0.47	-0.465	-0.451	-0.415	-0.323	-0.146	0.109	0.431	0.796	1.127	1.383	1.573	1.718	1.874	2.089	2.353
6.5	-0.474	-0.473	-0.473	-0.472	-0.469	-0.462	-0.441	-0.382	-0.236	0.029	0.367	0.695	0.968	1.179	1.354	1.513	1.701	1.941	2.208
6.6	-0.474	-0.474	-0.474	-0.473	-0.471	-0.467	-0.453	-0.414	-0.312	-0.099	0.213	0.522	0.768	0.962	1.135	1.316	1.536	1.799	2.074
6.7	-0.476	-0.475	-0.475	-0.475	-0.474	-0.47	-0.461	-0.433	-0.362	-0.205	0.048	0.325	0.558	0.75	0.931	1.133	1.382	1.66	1.938
6.8	-0.477	-0.477	-0.477	-0.476	-0.476	-0.473	-0.467	-0.448	-0.398	-0.283	-0.09	0.141	0.357	0.552	0.747	0.974	1.247	1.535	1.792
6.9	-0.478	-0.478	-0.478	-0.478	-0.477	-0.475	-0.47	-0.457	-0.421	-0.34	-0.195	-0.004	0.193	0.387	0.601	0.845	1.127	1.41	1.647
7	-0.48	-0.48	-0.48	-0.48	-0.479	-0.476	-0.471	-0.46	-0.433	-0.373	-0.266	-0.115	0.066	0.27	0.493	0.742	1.02	1.285	1.513
7.1	-0.483	-0.483	-0.483	-0.482	-0.482	-0.48	-0.474	-0.46	-0.433	-0.382	-0.297	-0.171	-0.003	0.19	0.4	0.638	0.909	1.161	1.336
7.2	-0.486	-0.486	-0.486	-0.486	-0.485	-0.484	-0.48	-0.467	-0.438	-0.386	-0.308	-0.195	-0.05	0.116	0.302	0.533	0.787	1.027	
7.3	-0.49	-0.49	-0.49	-0.49	-0.49	-0.489	-0.486	-0.477	-0.454	-0.406	-0.329	-0.224	-0.105	0.03	0.199	0.42	0.681		
7.4	-0.495	-0.495	-0.495	-0.495	-0.495	-0.494	-0.492	-0.487	-0.471	-0.434	-0.367	-0.276	-0.177	-0.061	0.102	0.319	0.567		
7.5	-0.501	-0.501	-0.501	-0.501	-0.501	-0.501	-0.499	-0.495	-0.485	-0.46	-0.409	-0.336	-0.251	-0.144	0.01	0.226			
7.6	-0.508	-0.508	-0.508	-0.508	-0.509	-0.509	-0.508	-0.505	-0.498	-0.481	-0.444	-0.387	-0.315	-0.217	-0.073	0.127			
7.7	-0.518	-0.518	-0.518	-0.518	-0.518	-0.518	-0.517	-0.516	-0.511	-0.498	-0.471	-0.429	-0.37	-0.283	-0.153	0.026			
7.8	-0.53	-0.53	-0.53	-0.53	-0.53	-0.53	-0.529	-0.529	-0.525	-0.515	-0.495	-0.463	-0.418	-0.346	-0.234	-0.088			
7.9	-0.544	-0.544	-0.544	-0.544	-0.545	-0.545	-0.544	-0.544	-0.541	-0.533	-0.519	-0.497	-0.465	-0.411	-0.318				
8	-0.56	-0.56	-0.56	-0.56	-0.56	-0.561	-0.561	-0.56	-0.558	-0.552	-0.542	-0.53	-0.512	-0.475	-0.403				
8.1	-0.58	-0.58	-0.58	-0.58	-0.58	-0.58	-0.581	-0.581	-0.578	-0.574	-0.569	-0.566	-0.562	-0.544	-0.5				
8.3	-0.633	-0.633	-0.633	-0.633	-0.634	-0.634	-0.634	-0.633	-0.633	-0.633	-0.638	-0.654	-0.678	-0.698	-0.716				
8.5	-0.704	-0.704	-0.704	-0.704	-0.704	-0.704	-0.704	-0.704	-0.705	-0.71	-0.724	-0.759	-0.798	-0.915	-1.269				
8.7	-0.582	-0.753	-0.785	-0.789	-0.789	-0.789	-0.789	-0.789	-0.792	-0.801	-0.826	-0.882	-0.962	-1.051					
